initiative_id,created_date,initiative_title_ar,description_ar,owning_sector,approval_stage,disclosure_status
INIT-00256,2022-10-08,عرض أسعار استشاري لمرحلة تصميم برنامج المدن الذكية,عرض أسعار مقدم من بيت خبرة ضمن نطاق محدود. المرجع INI-2022-8720 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مرفوعة للجنة,غير معلن
INIT-00257,2021-05-03,عرض أسعار استشاري لمرحلة تصميم برنامج المدن الذكية,عرض أسعار مقدم من بيت خبرة ضمن نطاق محدود. المرجع INI-2021-5412 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,غير معلن
INIT-00258,2026-03-25,نموذج تسعير برنامج التوسع الإقليمي للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2026-3696 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن جزئيًا
INIT-00259,2021-11-23,بيان صحفي عن شراكة معلنة في الدمام - 2021,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2021-9237 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,معلن
INIT-00260,2023-06-13,مذكرة تفاهم مع منظمة إقليمية لتنفيذ برنامج التوسع الإقليمي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2023-2491 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,غير معلن
INIT-00261,2025-09-20,خطة دخول سوق سكاكا - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2025-7388 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن جزئيًا
INIT-00262,2025-01-03,عقد مورد لتوريد تجهيزات برنامج أمن سلاسل الإمداد,بنود عقد مورد وجدول التوريد والغرامات التعاقدية. المرجع INI-2025-2400 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-00263,2022-06-05,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2022-6571 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مرفوعة للجنة,غير معلن
INIT-00264,2019-12-17,مصفوفة الشركاء المحتملين لبرنامج تكامل الأنظمة الحكومية,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2019-3425 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,غير معلن
INIT-00265,2021-10-29,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2021-8314 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-00266,2020-01-23,الميزانية الاستراتيجية لبرنامج التوسع الإقليمي 2020-2024,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2020-1392 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,غير معلن
INIT-00267,2021-12-25,مبادرة داخلية رقم SI-2021-222 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2021-2122 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,غير معلن
INIT-00268,2023-01-30,مصفوفة الشركاء المحتملين لبرنامج الذكاء الاصطناعي المؤسسي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2023-6235 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-00269,2024-02-22,مسار تفاوض دبلوماسي لتوطين برنامج تحديث البنية التقنية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2024-9529 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-00270,2023-12-05,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2023-9822 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,غير معلن
INIT-00271,2025-11-28,مشروع تحديث أنظمة محطة توليد كهربائي - مرحلة 1,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2025-9321 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,غير معلن
INIT-00272,2019-04-14,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2019-5330 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مسودة أولية,معلن جزئيًا
INIT-00273,2022-08-20,خطة دخول سوق مكة المكرمة - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2022-3964 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مسودة أولية,معلن جزئيًا
INIT-00274,2019-06-17,مصفوفة الشركاء المحتملين لبرنامج التحول الرقمي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2019-2259 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,غير معلن
INIT-00275,2024-06-16,الميزانية الاستراتيجية لبرنامج التوسع الإقليمي 2024-2028,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2024-3684 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد الدراسة,غير معلن
INIT-00276,2025-01-29,مشروع تأمين مواقع تخزين أسلحة خاضعة للرقابة,تصميم ضوابط تأمين مواقع أسلحة ومواد خاضعة للرقابة. المرجع INI-2025-9945 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,بانتظار الاعتماد,غير معلن
INIT-00277,2022-03-11,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2022-4731 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مرفوعة للجنة,غير معلن
INIT-00278,2019-01-04,مذكرة تفاهم مع تحالف صناعي دولي لتنفيذ برنامج الذكاء الاصطناعي المؤسسي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2019-5284 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,معلن جزئيًا
INIT-00279,2021-09-13,نموذج تسعير برنامج المدن الذكية للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2021-3231 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-00280,2020-08-07,إحصاءات أثر برنامج الاستحواذ التقني المعلنة - الربع الثالث 2020,إحصاءات معلنة عن أثر البرنامج على مستوى الخدمة. المرجع INI-2020-9252 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,معلن
